ENTRY,NAME,FORMULA,MASS,M.plus.H,M.minus.H,Biofluid
HMDB10408 , LysoPC(P-18:1(9Z)) , C26H52NO6P,505.353,506.360276,504.345724,Blood; Cerebrospinal Fluid
HMDB11470 , LysoPE(0:0/14:0) , C19H40NO7P,425.254,426.261276,424.246724,Not Available
HMDB11471 , LysoPE(0:0/14:1(9Z)) , C19H38NO7P,423.239,424.246276,422.231724,Not Available
HMDB11472 , LysoPE(0:0/15:0) , C20H42NO7P,439.27,440.277276,438.262724,Not Available
HMDB11473 , LysoPE(0:0/16:0) , C21H44NO7P,453.286,454.293276,452.278724,Not Available
HMDB11474 , LysoPE(0:0/16:1(9Z)) , C21H42NO7P,451.27,452.277276,450.262724,Not Available
HMDB11129 , LysoPE(0:0/18:0) , C23H48NO7P,481.317,482.324276,480.309724,Not Available
HMDB11475 , LysoPE(0:0/18:1(11Z)) , C23H46NO7P,479.301,480.308276,478.293724,Not Available
HMDB11476 , LysoPE(0:0/18:1(9Z)) , C23H46NO7P,479.301,480.308276,478.293724,Not Available
HMDB11477 ," LysoPE(0:0/18:2(9Z,12Z)) ", C23H44NO7P,477.286,478.293276,476.278724,Not Available
HMDB11478 ," LysoPE(0:0/18:3(6Z,9Z,12Z)) ", C23H42NO7P,475.27,476.277276,474.262724,Not Available
HMDB11479 ," LysoPE(0:0/18:3(9Z,12Z,15Z)) ", C23H42NO7P,475.27,476.277276,474.262724,Not Available
HMDB11480 ," LysoPE(0:0/18:4(6Z,9Z,12Z,15Z)) ", C23H40NO7P,473.254,474.261276,472.246724,Not Available
HMDB11481 , LysoPE(0:0/20:0) , C25H52NO7P,509.348,510.355276,508.340724,Not Available
HMDB11482 , LysoPE(0:0/20:1(11Z)) , C25H50NO7P,507.332,508.339276,506.324724,Not Available
HMDB11483 ," LysoPE(0:0/20:2(11Z,14Z)) ", C25H48NO7P,505.317,506.324276,504.309724,Not Available
HMDB11484 ," LysoPE(0:0/20:3(11Z,14Z,17Z)) ", C25H46NO7P,503.301,504.308276,502.293724,Not Available
HMDB11485 ," LysoPE(0:0/20:3(5Z,8Z,11Z)) ", C25H46NO7P,503.301,504.308276,502.293724,Not Available
HMDB11486 ," LysoPE(0:0/20:3(8Z,11Z,14Z)) ", C25H46NO7P,503.301,504.308276,502.293724,Not Available
HMDB11487 ," LysoPE(0:0/20:4(5Z,8Z,11Z,14Z)) ", C25H44NO7P,501.286,502.293276,500.278724,Not Available
HMDB11488 ," LysoPE(0:0/20:4(8Z,11Z,14Z,17Z)) ", C25H44NO7P,501.286,502.293276,500.278724,Not Available
HMDB11489 ," LysoPE(0:0/20:5(5Z,8Z,11Z,14Z,17Z)) ", C25H42NO7P,499.27,500.277276,498.262724,Not Available
HMDB11490 , LysoPE(0:0/22:0) , C27H56NO7P,537.379,538.386276,536.371724,Not Available
HMDB11491 , LysoPE(0:0/22:1(13Z)) , C27H54NO7P,535.364,536.371276,534.356724,Not Available
HMDB11492 ," LysoPE(0:0/22:2(13Z,16Z)) ", C27H52NO7P,533.348,534.355276,532.340724,Not Available
HMDB11493 ," LysoPE(0:0/22:4(7Z,10Z,13Z,16Z)) ", C27H48NO7P,529.317,530.324276,528.309724,Not Available
HMDB11494 ," LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z)) ", C27H46NO7P,527.301,528.308276,526.293724,Not Available
HMDB11495 ," LysoPE(0:0/22:5(7Z,10Z,13Z,16Z,19Z)) ", C27H46NO7P,527.301,528.308276,526.293724,Not Available
HMDB11496 ," LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) ", C27H44NO7P,525.286,526.293276,524.278724,Not Available
HMDB11497 , LysoPE(0:0/24:0) , C29H60NO7P,565.411,566.418276,564.403724,Not Available
HMDB11498 , LysoPE(0:0/24:1(15Z)) , C29H58NO7P,563.395,564.402276,562.387724,Not Available
HMDB11499 ," LysoPE(0:0/24:6(6Z,9Z,12Z,15Z,18Z,21Z)) ", C29H48NO7P,553.317,554.324276,552.309724,Not Available
HMDB11500 , LysoPE(14:0/0:0) , C19H40NO7P,425.254,426.261276,424.246724,Not Available
HMDB11501 , LysoPE(14:1(9Z)/0:0) , C19H38NO7P,423.239,424.246276,422.231724,Not Available
HMDB11502 , LysoPE(15:0/0:0) , C20H42NO7P,439.27,440.277276,438.262724,Not Available
HMDB11503 , LysoPE(16:0/0:0) , C21H44NO7P,453.286,454.293276,452.278724,Not Available
HMDB11504 , LysoPE(16:1(9Z)/0:0) , C21H42NO7P,451.27,452.277276,450.262724,Not Available
HMDB11130 , LysoPE(18:0/0:0) , C23H48NO7P,481.317,482.324276,480.309724,Not Available
HMDB11505 , LysoPE(18:1(11Z)/0:0) , C23H46NO7P,479.301,480.308276,478.293724,Not Available
HMDB11506 , LysoPE(18:1(9Z)/0:0) , C23H46NO7P,479.301,480.308276,478.293724,Not Available
HMDB11507 ," LysoPE(18:2(9Z,12Z)/0:0) ", C23H44NO7P,477.286,478.293276,476.278724,Not Available
HMDB11508 ," LysoPE(18:3(6Z,9Z,12Z)/0:0) ", C23H42NO7P,475.27,476.277276,474.262724,Not Available
HMDB11509 ," LysoPE(18:3(9Z,12Z,15Z)/0:0) ", C23H42NO7P,475.27,476.277276,474.262724,Not Available
HMDB11510 ," LysoPE(18:4(6Z,9Z,12Z,15Z)/0:0) ", C23H40NO7P,473.254,474.261276,472.246724,Not Available
HMDB11511 , LysoPE(20:0/0:0) , C25H52NO7P,509.348,510.355276,508.340724,Not Available
HMDB11512 , LysoPE(20:1(11Z)/0:0) , C25H50NO7P,507.332,508.339276,506.324724,Not Available
HMDB11513 ," LysoPE(20:2(11Z,14Z)/0:0) ", C25H48NO7P,505.317,506.324276,504.309724,Not Available
HMDB11514 ," LysoPE(20:3(11Z,14Z,17Z)/0:0) ", C25H46NO7P,503.301,504.308276,502.293724,Not Available
HMDB11515 ," LysoPE(20:3(5Z,8Z,11Z)/0:0) ", C25H46NO7P,503.301,504.308276,502.293724,Not Available
HMDB11516 ," LysoPE(20:3(8Z,11Z,14Z)/0:0) ", C25H46NO7P,503.301,504.308276,502.293724,Not Available
HMDB11517 ," LysoPE(20:4(5Z,8Z,11Z,14Z)/0:0) ", C25H44NO7P,501.286,502.293276,500.278724,Not Available
HMDB11518 ," LysoPE(20:4(8Z,11Z,14Z,17Z)/0:0) ", C25H44NO7P,501.286,502.293276,500.278724,Not Available
HMDB11519 ," LysoPE(20:5(5Z,8Z,11Z,14Z,17Z)/0:0) ", C25H42NO7P,499.27,500.277276,498.262724,Not Available
HMDB11520 , LysoPE(22:0/0:0) , C27H56NO7P,537.379,538.386276,536.371724,Not Available
HMDB11521 , LysoPE(22:1(13Z)/0:0) , C27H54NO7P,535.364,536.371276,534.356724,Not Available
HMDB11522 ," LysoPE(22:2(13Z,16Z)/0:0) ", C27H52NO7P,533.348,534.355276,532.340724,Not Available
HMDB11523 ," LysoPE(22:4(7Z,10Z,13Z,16Z)/0:0) ", C27H48NO7P,529.317,530.324276,528.309724,Not Available
HMDB11524 ," LysoPE(22:5(4Z,7Z,10Z,13Z,16Z)/0:0) ", C27H46NO7P,527.301,528.308276,526.293724,Not Available
HMDB11525 ," LysoPE(22:5(7Z,10Z,13Z,16Z,19Z)/0:0) ", C27H46NO7P,527.301,528.308276,526.293724,Not Available
HMDB11526 ," LysoPE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) ", C27H44NO7P,525.286,526.293276,524.278724,Not Available
HMDB11527 , LysoPE(24:0/0:0) , C29H60NO7P,565.411,566.418276,564.403724,Not Available
HMDB11528 , LysoPE(24:1(15Z)/0:0) , C29H58NO7P,563.395,564.402276,562.387724,Not Available
HMDB11529 ," LysoPE(24:6(6Z,9Z,12Z,15Z,18Z,21Z)/0:0) ", C29H48NO7P,553.317,554.324276,552.309724,Not Available
HMDB12082 , LysoSM(d18:0) , C23H51N2O5P,466.354,467.361276,465.346724,Not Available
HMDB06482 , LysoSM(d18:1) , C23H50N2O5P,465.346,466.353276,464.338724,Not Available
HMDB00547 , Magnesium , [Mg]2+,23.985,24.992276,22.977724,Blood; Cerebrospinal Fluid; Urine
HMDB05798 , Malabaricone C , C21H26O5,358.178,359.185276,357.170724,Not Available
HMDB00176 , Maleic acid , C4H4O4,116.011,117.018276,115.003724,Urine
HMDB02052 , Maleylacetoacetic acid , C8H8O6,200.032,201.039276,199.024724,Not Available
HMDB00744 , Malic acid , C4H6O5,134.022,135.029276,133.014724,Not Available
HMDB06112 , Malondialdehyde , C3H4O2,72.021,73.028276,71.013724,Blood; Cerebrospinal Fluid; Urine
HMDB00691 , Malonic acid , C3H4O4,104.011,105.018276,103.003724,Blood; Urine
HMDB11111 , Malonic semialdehyde , C3H4O3,88.016,89.023276,87.008724,Not Available
HMDB02095 , Malonylcarnitine , C10H17NO6,247.106,248.113276,246.098724,Blood
HMDB01175 , Malonyl-CoA , C24H38N7O19P3S,853.116,854.123276,852.108724,Not Available
HMDB02170 , Malonyl-CoA semialdehyde , C24H38N7O18P3S,837.121,838.128276,836.113724,Not Available
HMDB02928 , Maltitol , C12H24O11,344.132,345.139276,343.124724,Not Available
HMDB12999 , Maltodecaose , C60H102O51,1638.539,1639.546276,1637.531724,Not Available
HMDB13000 , Maltoheptaose , C42H72O36,1152.38,1153.387276,1151.372724,Not Available
HMDB12253 , Maltohexaose , C36H62O31,990.328,991.335276,989.320724,Not Available
HMDB13001 , Maltononaose , C54H92O46,1476.486,1477.493276,1475.478724,Not Available
HMDB12254 , Maltopentaose , C30H52O26,828.275,829.282276,827.267724,Not Available
HMDB01296 , Maltotetraose , C24H42O21,666.222,667.229276,665.214724,Blood
HMDB01262 , Maltotriose , C18H32O16,504.169,505.176276,503.161724,Blood
HMDB03201 , Malvidin , C17H15ClO7,366.051,367.058276,365.043724,Not Available
HMDB01021 , Malyl-CoA , C25H40N7O20P3S,883.126,884.133276,882.118724,Not Available
HMDB01891 , m-Aminobenzoic acid , C7H7NO2,137.048,138.055276,136.040724,Urine
HMDB00703 , Mandelic acid , C8H8O3,152.047,153.054276,151.039724,Urine
HMDB01333 , Manganese , [Mn]2+,54.938,55.945276,53.930724,Blood; Cerebrospinal Fluid; Urine
HMDB00765 , Mannitol , C6H14O6,182.079,183.086276,181.071724,Blood; Cerebrospinal Fluid; Urine
HMDB01530 , Mannitol 1-phosphate , C6H15O9P,262.045,263.052276,261.037724,Not Available
HMDB01078 , Mannose 6-phosphate , C6H13O9P,260.03,261.037276,259.022724,Not Available
HMDB12255 , Mannosyl-(N-acetylglucosaminyl)2-diphosphodolichol , C102H170N2O22P2,1837.172,1838.179276,1836.164724,Not Available
HMDB12256 , Mannosyl-diinositol-phosphorylceramide , C62H121NO26P2,1357.765,1358.772276,1356.757724,Not Available
HMDB12257 , Mannosyl-inositol-phosphorylceramide , C56H110NO18P,1115.746,1116.753276,1114.738724,Not Available
HMDB13246 , Margaroylglycine , C19H37NO3,327.277,328.284276,326.269724,Not Available
HMDB02392 , Maslinic acid , C30H48O4,472.355,473.362276,471.347724,Not Available
HMDB01544 , m-Chlorobenzoic acid , C7H5ClO2,155.998,157.005276,154.990724,Not Available
HMDB01309 , m-Chlorohippuric acid , C9H8ClNO3,213.019,214.026276,212.011724,Not Available
HMDB01713 , m-Coumaric acid , C9H8O3,164.047,165.054276,163.039724,Urine
HMDB02048 , m-Cresol , C7H8O,108.058,109.065276,107.050724,Blood; Urine
HMDB01939 , Medroxyprogesterone , C22H32O3,344.235,345.242276,343.227724,Not Available
HMDB04068 , Melanin , C18H10N2O4,318.064,319.071276,317.056724,Blood
HMDB05764 , Melanostatin , C13H24N4O3,284.185,285.192276,283.177724,Not Available
HMDB01389 , Melatonin , C13H16N2O2,232.121,233.128276,231.113724,Blood; Cerebrospinal Fluid; Urine
HMDB11730 , Melezitose , C18H32O16,504.169,505.176276,503.161724,Prostate Tissue
HMDB06791 , Melibiitol , C12H24O11,344.132,345.139276,343.124724,Not Available
HMDB00048 , Melibiose , C12H22O11,342.116,343.123276,341.108724,Urine
HMDB01892 , Menadione , C11H8O2,172.052,173.059276,171.044724,Urine
HMDB03352 , Menthol , C10H20O,156.151,157.158276,155.143724,Blood
HMDB03625 , Mercury , [Hg]2+,201.971,202.978276,200.963724,Blood; Cerebrospinal Fluid; Urine
HMDB00749 , Mesaconic acid , C5H6O4,130.027,131.034276,129.019724,Not Available
HMDB03745 , Mesna , C2H6O3S2,141.976,142.983276,140.968724,Not Available
HMDB01898 , Mesobilirubinogen , C33H44N4O6,592.326,593.333276,591.318724,Not Available
HMDB03327 , Mesohydroxy uroporphyrin III , C40H38N4O17,846.223,847.230276,845.215724,Not Available
HMDB02379 , Mesoporphyrin IX , C34H38N4O4,566.289,567.296276,565.281724,Not Available
HMDB06036 , Mesterolone , C20H32O2,304.24,305.247276,303.232724,Not Available
HMDB04063 , Metanephrine , C10H15NO3,197.105,198.112276,196.097724,Blood; Urine
HMDB01011 , Methacrylyl-CoA , C25H40N7O17P3S,835.141,836.148276,834.133724,Not Available
HMDB02714 , Methane , CH4,16.031,17.038276,15.023724,Not Available
HMDB03227 , Methanethiol , CH4S,48.003,49.010276,46.995724,Blood
HMDB01875 , Methanol , CH4O,32.026,33.033276,31.018724,Blood; Cerebrospinal Fluid; Saliva; Urine
HMDB02005 , Methionine sulfoxide , C5H11NO3S,165.046,166.053276,164.038724,Blood; Urine
HMDB04822 , Methyl bisnorbiotinyl ketone , C9H14N2O2S,214.078,215.085276,213.070724,Urine
HMDB02939 , Methyl isobutyl ketone , C6H12O,100.089,101.096276,99.081724,Not Available
HMDB01184 , Methyl propenyl ketone , C5H8O,84.058,85.065276,83.050724,Not Available
HMDB00310 , Methylacetoacetic acid , C5H8O3,116.047,117.054276,115.039724,Not Available
HMDB00164 , Methylamine , CH5N,31.042,32.049276,30.034724,Blood; Saliva; Urine
HMDB12258 , Methylarsonate , CH5AsO3,139.945,140.952276,138.937724,Not Available
HMDB12259 , Methylarsonite , CH5AsO2,123.951,124.958276,122.943724,Not Available
HMDB02274 , Methylcobalamin , C63H91CoN13O14P,1343.588,1344.595276,1342.580724,Not Available
HMDB02108 , Methylcysteine , C4H9NO2S,135.035,136.042276,134.027724,Blood
HMDB11754 , Methyldopa , C10H13NO4,211.084,212.091276,210.076724,Urine
HMDB00752 , Methylglutaric acid , C6H10O4,146.058,147.065276,145.050724,Urine
HMDB13133 , Methylglutarylcarnitine , C11H19NO6,261.121,262.128276,260.113724,Cerebrospinal Fluid
HMDB01522 , Methylguanidine , C2H7N3,73.064,74.071276,72.056724,Blood; Cerebrospinal Fluid; Saliva; Urine
HMDB00859 , Methylhippuric acid , C10H11NO3,193.074,194.081276,192.066724,Not Available
HMDB04181 , Methylimidazole acetaldehyde , C6H8N2O,124.064,125.071276,123.056724,Not Available
HMDB02820 , Methylimidazoleacetic acid , C6H8N2O2,140.059,141.066276,139.051724,Blood; Cerebrospinal Fluid; Urine
HMDB06471 , Methylisocitric acid , C7H10O7,206.043,207.050276,205.035724,Not Available
HMDB00202 , Methylmalonic acid , C4H6O4,118.027,119.034276,117.019724,Blood; Cerebrospinal Fluid; Urine
HMDB01269 , Methylmalonyl-CoA , C25H40N7O19P3S,867.131,868.138276,866.123724,Not Available
HMDB02832 , Methylnoradrenaline , C9H13NO3,183.09,184.097276,182.082724,Not Available
HMDB01844 , Methylsuccinic acid , C5H8O4,132.042,133.049276,131.034724,Urine
HMDB01932 , Metoprolol , C15H25NO3,267.183,268.190276,266.175724,Blood
HMDB00227 , Mevalonic acid , C6H12O4,148.074,149.081276,147.066724,Blood; Urine
HMDB01343 , Mevalonic acid-5P , C6H13O7P,228.04,229.047276,227.032724,Not Available
HMDB06024 , Mevalonolactone , C6H10O3,130.063,131.070276,129.055724,Not Available
HMDB11530 , MG(0:0/14:0/0:0) , C17H34O4,302.246,303.253276,301.238724,Not Available
HMDB11531 , MG(0:0/14:1(9Z)/0:0) , C17H32O4,300.23,301.237276,299.222724,Not Available
HMDB11532 , MG(0:0/15:0/0:0) , C18H36O4,316.261,317.268276,315.253724,Not Available
HMDB11533 , MG(0:0/16:0/0:0) , C19H38O4,330.277,331.284276,329.269724,Not Available
HMDB11534 , MG(0:0/16:1(9Z)/0:0) , C19H36O4,328.261,329.268276,327.253724,Not Available
HMDB11535 , MG(0:0/18:0/0:0) , C21H42O4,358.308,359.315276,357.300724,Not Available
HMDB11536 , MG(0:0/18:1(11Z)/0:0) , C21H40O4,356.293,357.300276,355.285724,Not Available
HMDB11537 , MG(0:0/18:1(9Z)/0:0) , C21H40O4,356.293,357.300276,355.285724,Not Available
HMDB11538 ," MG(0:0/18:2(9Z,12Z)/0:0) ", C21H38O4,354.277,355.284276,353.269724,Not Available
HMDB11539 ," MG(0:0/18:3(6Z,9Z,12Z)/0:0) ", C21H36O4,352.261,353.268276,351.253724,Not Available
HMDB11540 ," MG(0:0/18:3(9Z,12Z,15Z)/0:0) ", C21H36O4,352.261,353.268276,351.253724,Not Available
HMDB11541 ," MG(0:0/18:4(6Z,9Z,12Z,15Z)/0:0) ", C21H34O4,350.246,351.253276,349.238724,Not Available
HMDB11542 , MG(0:0/20:0/0:0) , C23H46O4,386.34,387.347276,385.332724,Not Available
HMDB11543 , MG(0:0/20:1(11Z)/0:0) , C23H44O4,384.324,385.331276,383.316724,Not Available
HMDB11544 ," MG(0:0/20:2(11Z,14Z)/0:0) ", C23H42O4,382.308,383.315276,381.300724,Not Available
HMDB11545 ," MG(0:0/20:3(11Z,14Z,17Z)/0:0) ", C23H40O4,380.293,381.300276,379.285724,Not Available
HMDB11546 ," MG(0:0/20:3(5Z,8Z,11Z)/0:0) ", C23H40O4,380.293,381.300276,379.285724,Not Available
HMDB11547 ," MG(0:0/20:3(8Z,11Z,14Z)/0:0) ", C23H40O4,380.293,381.300276,379.285724,Not Available
HMDB11549 ," MG(0:0/20:4(8Z,11Z,14Z,17Z)/0:0) ", C23H38O4,378.277,379.284276,377.269724,Not Available
HMDB11550 ," MG(0:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0) ", C23H36O4,376.261,377.268276,375.253724,Not Available
HMDB11551 , MG(0:0/22:0/0:0) , C25H50O4,414.371,415.378276,413.363724,Not Available
HMDB11552 , MG(0:0/22:1(13Z)/0:0) , C25H48O4,412.355,413.362276,411.347724,Not Available
HMDB11553 ," MG(0:0/22:2(13Z,16Z)/0:0) ", C25H46O4,410.34,411.347276,409.332724,Not Available
HMDB11554 ," MG(0:0/22:4(7Z,10Z,13Z,16Z)/0:0) ", C25H42O4,406.308,407.315276,405.300724,Not Available
HMDB11555 ," MG(0:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0) ", C25H40O4,404.293,405.300276,403.285724,Not Available
HMDB11556 ," MG(0:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0) ", C25H40O4,404.293,405.300276,403.285724,Not Available
HMDB11557 ," MG(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0) ", C25H38O4,402.277,403.284276,401.269724,Not Available
HMDB11558 , MG(0:0/24:0/0:0) , C27H54O4,442.402,443.409276,441.394724,Not Available
HMDB11559 , MG(0:0/24:1(15Z)/0:0) , C27H52O4,440.387,441.394276,439.379724,Not Available
HMDB11560 ," MG(0:0/24:6(6Z,9Z,12Z,15Z,18Z,21Z)/0:0) ", C27H42O4,430.308,431.315276,429.300724,Not Available
HMDB11561 , MG(14:0/0:0/0:0) , C17H34O4,302.246,303.253276,301.238724,Not Available
HMDB11562 , MG(14:1(9Z)/0:0/0:0) , C17H32O4,300.23,301.237276,299.222724,Not Available
HMDB11563 , MG(15:0/0:0/0:0) , C18H36O4,316.261,317.268276,315.253724,Not Available
HMDB11564 , MG(16:0/0:0/0:0) , C19H38O4,330.277,331.284276,329.269724,Not Available
HMDB11565 , MG(16:1(9Z)/0:0/0:0) , C19H36O4,328.261,329.268276,327.253724,Not Available
HMDB11131 , MG(18:0/0:0/0:0) , C21H42O4,358.308,359.315276,357.300724,Not Available
HMDB11143 , MG(18:0e/0:0/0:0) , C21H44O3,344.329,345.336276,343.321724,Not Available
HMDB11566 , MG(18:1(11Z)/0:0/0:0) , C21H40O4,356.293,357.300276,355.285724,Not Available
HMDB11567 , MG(18:1(9Z)/0:0/0:0) , C21H40O4,356.293,357.300276,355.285724,Not Available
HMDB11568 ," MG(18:2(9Z,12Z)/0:0/0:0) ", C21H38O4,354.277,355.284276,353.269724,Not Available
HMDB11569 ," MG(18:3(6Z,9Z,12Z)/0:0/0:0) ", C21H36O4,352.261,353.268276,351.253724,Not Available
HMDB11570 ," MG(18:3(9Z,12Z,15Z)/0:0/0:0) ", C21H36O4,352.261,353.268276,351.253724,Not Available
HMDB11571 ," MG(18:4(6Z,9Z,12Z,15Z)/0:0/0:0) ", C21H34O4,350.246,351.253276,349.238724,Not Available
HMDB11572 , MG(20:0/0:0/0:0) , C23H46O4,386.34,387.347276,385.332724,Not Available
HMDB11573 , MG(20:1(11Z)/0:0/0:0) , C23H44O4,384.324,385.331276,383.316724,Not Available
HMDB11574 ," MG(20:2(11Z,14Z)/0:0/0:0) ", C23H42O4,382.308,383.315276,381.300724,Not Available
HMDB11575 ," MG(20:3(11Z,14Z,17Z)/0:0/0:0) ", C23H40O4,380.293,381.300276,379.285724,Not Available
HMDB11576 ," MG(20:3(5Z,8Z,11Z)/0:0/0:0) ", C23H40O4,380.293,381.300276,379.285724,Not Available
HMDB11577 ," MG(20:3(8Z,11Z,14Z)/0:0/0:0) ", C23H40O4,380.293,381.300276,379.285724,Not Available
HMDB11578 ," MG(20:4(5Z,8Z,11Z,14Z)/0:0/0:0) ", C23H38O4,378.277,379.284276,377.269724,Not Available
HMDB11579 ," MG(20:4(8Z,11Z,14Z,17Z)/0:0/0:0) ", C23H38O4,378.277,379.284276,377.269724,Not Available
HMDB11580 ," MG(20:5(5Z,8Z,11Z,14Z,17Z)/0:0/0:0) ", C23H36O4,376.261,377.268276,375.253724,Not Available
HMDB11581 , MG(22:0/0:0/0:0) , C25H50O4,414.371,415.378276,413.363724,Not Available
HMDB11582 , MG(22:1(13Z)/0:0/0:0) , C25H48O4,412.355,413.362276,411.347724,Not Available
HMDB11583 ," MG(22:2(13Z,16Z)/0:0/0:0) ", C25H46O4,410.34,411.347276,409.332724,Not Available
HMDB11584 ," MG(22:4(7Z,10Z,13Z,16Z)/0:0/0:0) ", C25H42O4,406.308,407.315276,405.300724,Not Available
HMDB11585 ," MG(22:5(4Z,7Z,10Z,13Z,16Z)/0:0/0:0) ", C25H40O4,404.293,405.300276,403.285724,Not Available
HMDB11586 ," MG(22:5(7Z,10Z,13Z,16Z,19Z)/0:0/0:0) ", C25H40O4,404.293,405.300276,403.285724,Not Available
HMDB11587 ," MG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0/0:0) ", C25H38O4,402.277,403.284276,401.269724,Not Available
HMDB11588 , MG(24:0/0:0/0:0) , C27H54O4,442.402,443.409276,441.394724,Not Available
HMDB11589 , MG(24:1(15Z)/0:0/0:0) , C27H52O4,440.387,441.394276,439.379724,Not Available
HMDB11590 ," MG(24:6(6Z,9Z,12Z,15Z,18Z,21Z)/0:0/0:0) ", C27H42O4,430.308,431.315276,429.300724,Not Available
HMDB11153 , MG(P-18:0e/0:0/0:0) , C21H42O3,342.313,343.320276,341.305724,Not Available
HMDB13245 , m-Methylhippuric acid , C10H11NO3,193.074,194.081276,192.066724,Not Available
HMDB12260 , Molybdate , H2MoO4,163.901,164.908276,162.893724,Not Available
HMDB01302 , Molybdenum , [Mo]2+,97.905,98.912276,96.897724,Blood; Cerebrospinal Fluid; Urine
HMDB12261 , Molybdenum cofactor (sulfide) , C10H12MoN5O7PS3,538.869,539.876276,537.861724,Not Available
HMDB02206 , Molybdopterin , C10H12MoN5O8PS2,522.892,523.899276,521.884724,Not Available
HMDB11683 , Molybdopterin precursor Z , C10H11N5O7P,344.04,345.047276,343.032724,Not Available
HMDB12262 , Molybdopterin-AMP , C20H26N10O12P2S2,724.065,725.072276,723.057724,Not Available
HMDB13247 , Monobutylphthalate , C12H14O4,222.089,223.096276,221.081724,Not Available
HMDB13004 , Monodehydroascorbate , C6H7O6,175.024,176.031276,174.016724,Not Available
HMDB00576 , Monoethyl malonic acid , C5H8O4,132.042,133.049276,131.034724,Not Available
HMDB02120 , Monoethyl phthalate , C10H10O4,194.058,195.065276,193.050724,Saliva; Urine
HMDB13248 , Monoethylhexyl phthalic acid , C16H22O4,278.152,279.159276,277.144724,Not Available
HMDB06612 , Monofucosyllacto-N-hexaose , C46H78N2O35,1218.438,1219.445276,1217.430724,Breast Milk
HMDB00793 , Monoiodothyronine , C15H14INO4,398.997,400.004276,397.989724,Not Available
HMDB02056 , Monoisobutyl phthalic acid , C12H14O4,222.089,223.096276,221.081724,Blood; Saliva
HMDB00858 , Monomethyl glutaric acid , C6H10O4,146.058,147.065276,145.050724,Not Available
HMDB02130 , Monomethyl phthalate , C9H8O4,180.042,181.049276,179.034724,Saliva
HMDB05777 , Morphiceptin , C28H35N5O5,521.264,522.271276,520.256724,Not Available
HMDB03563 , Morphinone , C17H17NO3,283.121,284.128276,282.113724,Not Available
HMDB04989 , m-Tyramine , C8H11NO,137.084,138.091276,136.076724,Blood; Urine
HMDB03254 , Muramic acid , C9H17NO7,251.1,252.107276,250.092724,Not Available
HMDB00865 , Muricholic acid , C24H40O5,408.288,409.295276,407.280724,Not Available
HMDB00811 , Murocholic acid , C24H40O4,392.293,393.300276,391.285724,Not Available
HMDB00211 , Myoinositol , C6H12O6,180.063,181.070276,179.055724,Blood; Cerebrospinal Fluid; Urine
HMDB00213 , Myo-inositol 1-phosphate , C6H13O9P,260.03,261.037276,259.022724,Not Available
HMDB03502 , Myo-inositol hexakisphosphate , C6H18O24P6,659.861,660.868276,658.853724,Blood; Urine
HMDB02755 , Myricetin , C15H10O8,318.038,319.045276,317.030724,Blood
HMDB00806 , Myristic acid , C14H28O2,228.209,229.216276,227.201724,Blood; Cerebrospinal Fluid; Urine
HMDB02000 , Myristoleic acid , C14H26O2,226.193,227.200276,225.185724,Blood
HMDB13250 , Myristoylglycine , C16H31NO3,285.23,286.237276,284.222724,Not Available
HMDB11684 , N(6)-(Octanoyl)lysine , C14H28N2O3,272.21,273.217276,271.202724,Not Available
HMDB02038 , N(6)-Methyllysine , C7H16N2O2,160.121,161.128276,159.113724,Blood; Cerebrospinal Fluid; Urine
HMDB04224 , N-(o)-Hydroxyarginine , C6H14N4O3,190.107,191.114276,189.099724,Not Available
HMDB01196 ," N,N'-Diacetylchitobiosyldiphosphodolichol ", C28H50N2O19P2,780.248,781.255276,779.240724,Not Available
HMDB01020 ," N,N-Dimethylaniline ", C8H11N,121.089,122.096276,120.081724,Not Available
HMDB01888 ," N,N-Dimethylformamide ", C3H7NO,73.053,74.060276,72.045724,Urine
HMDB13645 ," N,N-Dimethylsphingosine ", C20H41NO2,327.314,328.321276,326.306724,Not Available
HMDB02496 ," N-[(3a,5b,7a)-3-hydroxy-24-oxo-7-(sulfooxy)cholan-24-yl]-Glycine ", C26H43NO8S,529.271,530.278276,528.263724,Not Available
HMDB02640 ," N-[(3a,5b,7a,12a)-3,12-dihydroxy-24-oxo-7-(sulfooxy)cholan-24-yl]-Glycine ", C26H43NO9S,545.266,546.273276,544.258724,Not Available
HMDB02644 ," N-[(3a,5b,7a,12a)-3,7-dihydroxy-24-oxo-12-(sulfooxy)cholan-24-yl]-Glycine ", C26H43NO9S,545.266,546.273276,544.258724,Not Available
HMDB02409 ," N-[(3a,5b,7b)-7-hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]-Glycine ", C26H43NO8S,529.271,530.278276,528.263724,Not Available
