"","1","2","3","4","5","6","7","8"
"S423",7736632.04877799,4020763.29124959,3606166.37027894,898878.270910861,2154014.88966236,2871235.18430148,24786.8480030845,3825942.25008372
"S424",100039151.253745,43044005.5293835,47767297.2689157,10972101.6337549,20341930.4047019,41490577.7197751,737194.262697721,38506082.3147976
"S425",27719826.0133949,11126277.1563242,11632607.8330723,2473495.50810108,5554645.73439919,10523172.2602772,370845.474003872,10097850.6009745
"S426",2694196.22230945,4558997.96713375,4684146.4960068,5825525.62709038,1252338.35477733,2845652.76315198,530934.802546161,3346720.50342528
"S427",2221548.7002122,2808312.02858195,2840270.77149609,1347766.66766837,806033.143576819,129740.198417763,124176.929662814,2646254.01234493
"S428",2853665.4077812,4104752.4139723,4696911.61125096,2252164.78920014,4562064.03771864,216029.137895372,185970.309593698,4334051.45696818
"S429",33200870.187914,14366830.1570692,17712655.1743806,2574677.56327166,3517167.60888618,16489903.1952787,133331.52707912,15322742.632242
"S430",9457297.65448915,4188397.30928096,4353736.15956691,444888.538998686,867242.022359266,4630028.83993017,4646.52239033911,3850248.63199558
"S431",4754024.52645792,1938639.43756714,3557089.37525585,452163.224455079,27257.3304912779,1703825.16823425,0,516808.380439093
"S432",47717775.1698225,19491860.8355278,105143574.164311,16358575.8657755,25227255.404161,134292561.856381,15881453.2069884,91471021.8343012
"S433",84899526.8841051,103514239.570139,64600285.0174853,27213664.6601016,64314157.2331266,146066931.060878,13331835.0509424,165267432.837541
"S434",4790202.85987427,3739652.54922982,2673711.91271291,1998769.38524006,1974895.35686853,5487310.57689927,1933614.62014313,5286572.90309413
"S435",45652851.2147562,36123312.3783995,23364575.0713728,11733564.3538103,13204772.9730813,65849536.6629753,2272443.83749246,43826379.4139977
"S436",16780587.5041942,10712281.0550539,5974438.46116745,3882410.90758565,5539288.49445293,27564466.2074018,454789.82392364,20019375.2452519
"S437",2302883.52911268,1586972.68553945,729099.626808466,435969.351770118,679142.147336423,4087570.81170705,9624.69924658995,2833833.22177198
"S438",3069723.21046289,4032250.81527506,1242979.3707545,765558.60654357,178755.687973356,4624246.55254976,888091.575381565,3331765.38977051
"S439",4443690.24891104,5239524.3263797,3322192.02970553,1002832.21552523,1057133.96980171,7171852.87694193,28046.9102995155,7476393.55332249
"S440",69627493.2737496,169393485.466142,116767789.569436,68689283.1640064,95645429.5931599,300794012.959901,68610097.8117781,258516384.998693
"S441",100144158.693141,61601695.7973061,42315899.8995455,24564510.4385561,35273534.1112672,109278700.685018,25518712.428033,96994085.5080132
"S442",17841245.4068455,10871807.834708,7450207.90525166,4672499.43806974,5746795.3242448,20267689.7218155,4087610.16328803,15792917.579187
"S443",44141193.9547136,15033553.642889,274627.011843076,8499351.01214836,7843176.0603419,7788903.39411943,11889339.8334477,11061710.7825116
"S444",12690312.0609182,4177837.98801433,35135.8942909271,2532516.57565299,2290216.12111047,1621098.38266797,3464324.79202246,3182719.23587987
"S445",108435516.039997,145148666.442278,309763477.644105,164085999.882638,155502139.364471,81722232.6514408,77244845.5042482,103133346.042407
"S446",23895893.7607951,31789868.8766215,67627056.5220903,35911516.3536323,34025522.567531,4316924.58715501,3720776.80235895,23650596.2777934
"S447",3031432.09811859,8336257.83699378,10142596.9154645,7302746.53104203,5184791.98209296,11606456.6135525,13733763.3341646,466683.51681798
"S448",9293120.93634034,6325633.03568251,5757330.80483985,2663430.65541797,4079380.01392649,10777127.0847102,1363215.52059375,10346374.9212384
"S449",64678825.1380779,15128224.5806602,14226128.8231007,2736765.86745704,6436656.25170754,32880536.9423926,2011403.11298437,33076546.0416277
"S450",18267870.5656474,14034679.6178135,8404862.79077502,5557657.14504364,7592044.59665769,19066908.3852965,2752337.74570314,19034667.450033
"S451",14074817.8492518,34538238.594064,20843316.0040012,2061366.05287543,13070407.7341956,55586186.775476,5361529.77650391,48458425.7074802
"S452",4006989.82840648,545045.817203983,33637855.3462205,2480567.56758867,7151426.02477623,1469382.32981224,3545710.79116407,2348914.77735142
"S453",18351543.4377952,12520302.0372204,11470731.7169074,6025592.72248514,7999659.41844576,19337525.2356751,4188109.50548438,20010294.245144
"S454",4482534.98791824,3018708.25303618,2380533.02108719,924504.467671875,1823574.83910557,4191492.15293059,193094.602015773,4500712.52176381
"S455",22904153.7055052,17120501.422101,12580724.4637251,8655985.53216066,10959380.8131967,23874435.9335077,6639710.20094842,23326875.1781921
"S456",7238849.14162109,4936661.08033667,4957003.46142653,2723899.4949658,3331739.12237575,6606872.33390159,2018365.14441797,6967149.99609639
"S457",10297158.9442488,7198303.30498055,5416660.25529053,4168636.73444346,5286054.13409659,9081260.74086126,3415493.34382031,9828406.73682586
"S458",845487.634428254,2471400.37875585,189197.959237868,3545343.26929687,3032954.62744199,3321235.46975779,2545995.31334766,4396055.20059375
"S459",19019251.545655,7762479.56750416,7925482.85388021,5343769.06194714,5548760.59081562,26786327.1852941,5190078.76242186,18024901.9863551
"S460",9532021.86837981,11305326.3981163,13999019.6964445,61238405.9335033,2790486.84105124,64131255.1727736,46898000.2759901,35341228.8638161
"S461",4111945.92772293,2520466.85863829,177963.625950703,4512582.08180857,3298125.28592377,3306295.93076681,3548896.60780075,4589188.1909755
"S462",12124683.3287891,2786391.75402749,482722.771338201,14372333.3918672,13090942.7599913,11669457.2455169,12165250.3721133,11470451.8791211
"S463",4701256.19854085,4324209.96689831,115798.426190535,5296533.28987502,5848954.23926041,5008536.80899266,4988949.5066367,5196697.31823044
"S464",4561613.43596354,1058140.28303309,104505.924353282,5184180.39585939,5620432.93412434,4946518.92862501,4738979.74094529,5096462.15459763
"S465",85948504.4448687,43793051.3430577,36377128.7770512,3702845.1699868,28549715.0417035,111483042.989687,38050263.5877305,74434393.077686
"S466",22332863.6520849,9291576.66056196,3512551.49966069,9748409.63440336,12423846.9816102,2235923.2133354,8283633.09234378,8208753.37945441
"S467",44201343.3512036,23344005.9681088,20358843.0586265,16832286.9769506,14835232.6220805,60839218.5209305,21316888.6897499,40762514.048676
"S468",5496539.35267157,877405.732028782,52123.1375948787,5573745.8138574,5129599.90724044,3555108.19116944,2817527.80982813,2769176.9608125
"S469",7548849.94685279,12100164.8768358,14543210.2938103,17189072.4921428,7892977.87923255,16875555.0826093,13744234.8883621,4791387.95142157
"S470",1359869.57273263,11816849.1509261,14571324.685239,16931445.5720372,7179461.7391733,16557832.2147693,13434583.5712058,20863652.2863236
"S471",10246042.5694199,10718808.6397814,7312140.00051324,13164836.4250162,7280041.4054421,12217206.2013961,11580610.8078658,17928523.2373813
"S472",3544264.60468762,8429267.46707267,402909.539475756,9448014.06318066,13201411.1893369,9223874.59028678,9578588.89757814,9409453.93483026
"S473",1837936.9439981,1297148.20000982,173553479.944312,30683158.6508153,1727770.0671875,421582.553380656,103173728.45552,88247612.2318332
"S474",27256046.3581401,22561498.0748518,7437244.08695428,29847902.8839887,9085055.72224386,199119.773999561,28599326.9379024,1988837.28124969
"S475",13069962.2962752,11090835.9562925,32068.4999091413,2356191.36168699,13983526.661448,11955763.5422494,14123523.8547262,12198401.7735904
"S476",68430369.7561054,50229366.5255538,4414789.33080911,10303224.1820293,68892186.6349942,56835537.9438264,62481440.8728582,56211140.621138
"S477",31196667.6437134,22797882.2277838,36184551.9197087,17964726.0531079,6798751.83002813,4805805.77819836,4683685.72080956,31999721.1105172
"S478",6378426.16938079,1459292.94841877,81463.9692956176,8002058.74980882,6952493.80055647,5627114.55007095,7416863.39677737,5627021.15986033
"S479",1018172.57125954,1500369.57703405,87960.5839923512,9760111.74014335,8758075.42860668,7314822.21677322,7163006.57194924,6550266.0233078
"S480",50357595.7040168,38225950.3592294,14149305.8864421,50100091.9593698,48736957.5597452,38579011.4357153,46397957.3001209,39011676.1382383
"S481",24098218.258016,12381521.4494008,3004471.31150879,15379543.1764882,15522003.708024,12592008.2424521,748945.164086163,13117494.9052129
"S482",23304279.8755558,18565104.5291008,7028601.64058334,23833905.6519302,6361208.39286404,19843241.7375661,22542878.7337734,19170016.1615306
"S483",2057971.03985096,1275861.29742334,268599.793068588,424400.820460796,8609692.62245658,7039515.13521803,8624584.04792576,6517401.70446775
"S484",1263442.66239635,1250811.33617466,2533728.95644076,1466601.02173771,1719304.62614151,1377007.97392326,1724569.63582136,2284877.45269728
"S485",26208461.3750304,34624441.6854104,21721929.7270208,17333923.7198101,16274190.1650925,28936979.655544,22404548.396169,25415679.3956916
"S486",1860420.92871594,3272996.52614012,1644243.96160851,437297.37182813,1296512.95511535,2043423.61648194,1719020.89576353,1994571.71896121
"S487",34542739.0269091,15589290.3982164,9851489.41066477,3329225.61049845,10911655.404014,37941743.5087873,1364285.68625938,22550920.6408691
"S488",32145256.8885056,21949855.3136508,128621833.795883,74318374.4598468,40009012.8173975,109944007.389015,281862809.569388,2769591.60504698
"S489",6327064.2955973,1167159.79643692,26335556.9520415,15731200.2685705,8339143.48164998,22852061.0479561,60310888.1670517,18584773.963739
"S490",2418410.31427442,1772764.72950792,2979984.07045668,916953.5721937,130536.779439077,3758155.49675565,258896.428260952,940027.496829629
"S491",4743472.18359106,2714086.45365347,1102810.10116959,924042.707392137,1572877.89595508,5482787.30130027,946230.621683594,6744882.60222884
"S492",2270086.80578778,1463795.89562842,2058284.58250824,506498.862215335,129890.146515281,710236.842892808,162169.929808287,3372911.46737144
"S493",6626150.29795567,4337418.46821771,6088711.33522659,1996516.40456515,2372544.41293055,212850.806453705,1084364.70823509,8145560.35476561
"S494",11834193.2038535,8268393.76824977,9367632.26999278,3645258.57176138,4627500.84634279,13088004.1745185,3372365.42504297,17469635.018843
"S495",2518548.4392796,1605384.92714884,2067530.96342108,576735.872505765,922876.338413784,642836.851195856,45316.9666211907,576609.106736057
"S496",2549953.73709124,2762035.69240742,6045953.21513067,2598333.95824932,3163341.60264546,2982973.85567379,1080498.92339882,1310733.47731841
"S497",13742030.3781384,9661226.51254369,11975146.2348602,5129017.28273133,7267739.56253615,14525428.3157453,3761341.46365312,13445131.6148314
"S498",8544286.41180799,7130296.98832777,4896416.2319679,2771884.71256346,1215289.38125806,9260813.56279659,4708837.36011893,14178768.0996197
"S499",7516716.76660747,113035443.93504,13901491.3751787,37792066.9884197,53465062.3379149,87507490.1798095,73017595.9838976,32028429.4159975
"S500",27721760.4196034,23444805.4253674,26878549.564075,18166325.9929188,23789351.7479049,24768509.4016182,20537504.1071309,27973261.7060303
"S501",2150559.27248291,6528233.24319073,8014442.71328936,5004264.47891975,6470833.84001627,6874189.17124192,5950395.60161947,8006974.1261195
"S502",8229094.27396836,6508781.5462293,987798.265843151,273814.602221289,6297547.72289057,6776667.83155637,5849138.2337428,7876548.14192907
"S503",23786751.3684343,20128155.2501133,23183802.4122942,16390110.0815754,4231866.82985313,19986010.6164622,19063437.5440541,22775743.0956177
"S504",1194097.65519837,1939115.67136873,1611965.29107951,1787045.93683349,2618382.36204734,1100989.29539165,206896.608787217,86945.1175636704
"S505",1604504.1359346,2337148.71292228,1212287.8516295,1879497.72234932,745475.468796442,281012.339538918,371842.515570168,1001454.75194336
"S506",1450963.98289966,1518987.63009765,1300401.40334333,1565560.54789797,648858.072701506,1187468.87809887,157202.349699331,138301.199416603
"S507",1723625.32887305,2323977.03987959,1601146.34472263,1716646.49969728,2630045.11313578,141898.766343894,92825.9606033466,59518.3950302307
"S508",3935886.92824659,2003343.46929695,4301259.12106425,2541152.6277777,5283770.90452394,832176.975205978,806664.344118277,2689397.93263916
"S509",18372806.8516407,15942859.4231003,18507013.4562427,13782010.5292389,17558023.3005922,16299711.979685,16834218.2832612,16761263.0421782
"S510",18330361.7435649,16021265.2240381,18476016.4271972,13840454.0515256,17702187.3028362,16274836.9229455,3191343.49326127,3955876.60851987
"S511",18024808.6727384,15848045.148196,4442065.16829196,3635837.97830919,17371891.1138621,16082994.5123399,16713732.1215561,16608060.2459407
"S512",5629317.49867476,5005539.77963526,5679618.68785559,4689064.18084894,6082040.76614378,4874316.21759124,5330438.64456099,5582141.41961009
"S513",12497322.7774002,11926158.2029273,16430016.4134494,431912.406705873,14015070.326633,13767779.1214718,14727101.0295175,13188594.275801
"S514",15989647.9941393,16668724.6613251,1137955.24106714,17430546.5715636,21009220.6565481,14808240.5212085,14563176.1004082,10477609.6293282
"S515",10996672.3027382,11851463.163358,3569914.50361248,11848489.1283776,989335.285511145,11577799.6815234,11927727.9912768,7437712.48574471
"S516",8629926.19219501,10052897.6964657,2998971.08238637,8843984.44843826,11044838.8713255,8085406.84983495,8148154.03554953,5966961.28820728
"S517",8471562.68262779,9771323.35214507,2762531.09679954,2023857.14088309,10499039.8105237,7737766.13239718,7804481.51047873,5743451.45227241
"S518",5801250.73883432,6864058.29961114,2135009.60847734,6911744.87146083,8353020.73677629,1350417.65707889,5914209.09482635,4397400.27396689
"S519",785373.087501242,1942930.88825722,168121.009640365,2501838.41439355,3297693.35064704,1719904.47144678,2409288.68497053,1442198.73542725
"S520",1937825.88620415,2107704.22965293,0,614368.059071861,3173791.30294861,1990981.01035767,1536711.6776561,1428909.08051744
"S521",2366884.31510927,2892385.3037167,1086766.28881405,3336998.32773288,3677315.69803284,2498297.13932421,808909.923100823,1559495.60862934
"S522",19501467.8421158,19861896.256171,8245496.45752439,19238939.7674672,25142322.3256056,17599434.0156673,17653044.7447412,12597962.083044
"S523",3790482.70326829,16334804.595932,5959681.28797853,15825987.5495944,18414423.2489192,12219861.3404125,14437657.9901288,10225679.1743486
"S524",14765460.7949089,16530756.3957872,6031702.7326714,16126923.046862,3959757.91841958,12380173.9504617,14729731.9642342,10419578.2252386
"S525",14147645.3932383,15871004.7683407,1219436.79666549,3552524.95271275,17862058.752279,12001249.1042216,13769976.4883441,9769894.28735488
"S526",6506444.08542736,7529297.75278569,2367752.25243388,6652411.64080732,7849023.4921234,6443925.3210314,5695689.03398528,4359001.33306075
"S527",5868418.45932678,7330283.45557106,2204036.43668642,6497092.45419865,1745441.07847977,6352213.34944382,1459031.57507038,1098164.86042346
"S528",11305280.7236243,10235558.3138605,1108530.41976567,10817108.7697558,14157113.2724275,8951512.95797335,9589212.75651437,7281280.09733107
"S529",11213877.69094,10181924.5458131,4314406.52074185,10876146.2411548,13897473.1846364,2046740.30168684,9527439.01059912,7279971.39107086
"S530",21645047.9651667,7605940.70682093,3371451.45136883,7870889.08171623,10353679.0117355,1445718.43578616,6642643.83885272,5592765.27716638
"S531",3513558.0146716,838159.562155962,378949.375185997,3554366.93023109,4228338.62480646,2266432.64359811,3217761.85884684,2158390.06108825
"S532",2634540.18732238,2921646.88445863,876603.601823578,603158.566400792,3175744.47410168,2320873.22968262,2654269.87553875,1835325.67608484
"S533",409141.990415471,1954784.46205,199305.221328294,2295323.05305288,2290323.77829492,1767708.10275312,2178848.63578896,1166620.06390608
"S534",7587256.0041177,7395450.81513656,11986830.8724959,8000978.58542111,10139793.1443359,7590076.59067103,545113.551943478,572535.354744926
"S535",2582985.20936718,3532274.70397948,1684671.40499414,4292775.13585869,4426179.48360581,3154034.89122681,3610918.77732074,420019.687770003
"S536",195050.119973719,43122.3218664527,1677456.68882826,1144297.20601827,4409717.81975651,3132168.70885388,3628697.25187518,2534270.35710226
"S537",20733617.6645381,24986734.6654968,11531280.3957784,6014686.57148613,29013192.2200701,19630929.2960491,20570527.8686791,15075679.2815985
"S538",20479343.2345562,24791950.9936778,11488996.8912993,23250891.5766452,28664851.2930446,4456102.73620937,20683396.1666172,3768901.25435208
"S539",4628693.47715043,19515826.4964038,7987185.34266613,2820577.88258277,22406893.2526518,16222232.2905131,15644328.8173762,11765760.5881665
"S540",3301057.24676756,3368161.16630955,1666721.97330582,3053305.74282888,4513673.18703219,2997294.53192459,2318598.63430872,2033042.26333997
"S541",610043.03132154,4442516.53960982,378024.162792223,3853288.56858673,3410840.02833438,3341127.1694203,3099781.5914476,2193863.83736483
"S542",18300114.6451588,22215282.3605764,10223668.6425022,20222025.8633805,24724331.7492465,4621041.96320494,18189386.0345571,11630938.3276032
"S543",17414170.8447614,21415098.379906,9969319.38667017,19762347.641736,23397116.5215546,16109055.3360174,17612085.7443206,11069325.7370894
"S544",11808748.780358,14460101.1332934,6484370.66935913,12431797.7834671,3784448.1648068,2358169.33848383,10924649.3901621,9142011.85885118
"S545",12061509.8008953,14844815.9211653,1738004.31491028,3069937.36116544,17556300.0809802,12778572.4106196,11349389.841392,9415131.60295618
"S546",2612138.81455866,3527413.55289461,5963761.35826996,2973282.85999269,17013717.6284516,11637739.5747255,10364064.6398283,8822790.63111224
"S547",3131780.23310287,2484215.34496788,1390490.52709684,3039113.79266319,1029104.04559456,2881732.8504043,2203302.04090387,2259228.85532992
"S548",3049875.86089683,2975848.3400993,1341438.28075418,3559283.44626571,3702694.92503954,2701641.0014809,2900216.93391541,2205875.51192513
"S549",23623599.9040026,55301662.5181437,156763345.528255,91101936.4139012,1238814.45555097,155114532.009435,1760007.17658477,437455.54671467
"S550",3716697.55533414,23604386.3961327,11339673.7772065,21253992.4693821,26941470.8363216,17805205.5860223,18281669.3968513,13409115.4171113
"S551",19566432.527746,25145751.4231465,11850873.399178,22449180.2458167,27864289.3018468,18471801.893726,18871047.3920327,13973847.3687666
"S552",2945424.39311397,3737189.06644944,2134685.24776386,2932013.05531541,4569693.30101531,2906304.58260503,3397859.99507192,1728749.2424305
"S553",3234107.75192291,14884876.2165065,1848449.70046122,1829191.31490147,16945587.4575422,11455122.3550023,12185231.053845,7704360.72290941
"S554",5561724.44759765,4899904.46563428,3053865.12699149,5072582.82432252,7568961.24723212,4675426.8017833,4772553.9292719,3036627.46445602
"S555",3826385.79802276,3435743.47502149,530355.956985298,3196003.06380513,5424735.99059889,3245691.51843126,4130862.35914484,2386569.76046876
"S556",85624.9324367841,72516.3370324572,1141846.10220583,206488.971800811,2296913.45801865,2247045.45979217,2039072.49186548,1885975.58737747
"S557",2342728.55969507,2581905.38490595,1676934.69058913,3637442.65750663,2856435.6497413,2585370.23797469,341839.867074756,1661670.1416456
"S558",20197714.1727172,25213500.4754445,14538841.5119251,24817404.7347978,27437932.8518093,19355614.0363784,4832675.80815521,13895284.3366628
"S559",8887802.65085911,10529519.7672347,6262570.83044685,2838619.93422734,12650254.6397138,8901777.67696157,9702498.7847442,7311962.00232069
"S560",79044.3361830361,3920176.28341171,473463.495790064,820564.699978283,3698569.07228081,2985737.03253428,3282273.12428906,1815764.08522506
"S561",12009282.0338551,3783075.68708293,1925018.88894117,11710419.5481445,15892250.8721897,11074747.7026947,11642421.0852931,7389939.2369195
"S562",5325352.82794647,5450578.43124563,3097840.4943141,4425637.54028757,6605998.26208812,4360818.85175442,4746770.95669401,1004205.03322863
"S563",4389474.94157546,952240.838167963,1904829.47067245,784037.30605146,5413903.16248705,3395448.74053276,3089679.22875204,2173225.05741146
"S564",837331.833171194,3753986.01748242,0,963542.397035744,9502425.99104053,4002682.16208328,3087412.05660973,2810415.50397019
"S565",9386467.57380921,10074410.0350893,5645306.73087524,10197382.7618332,12258337.5459956,2493603.02416618,2570682.28368456,1703074.47248974
"S566",3364628.73546982,3631610.40553901,2333632.38207298,3301075.4457669,993211.714900964,2585467.90074764,659477.679132802,1574730.59100114
"S567",2290895.60773505,3030846.76996528,9654.02383325166,2895557.50614258,3234095.89843381,2910402.40011893,2505682.20145117,2109288.95547083
"S568",2190995.40724141,115213.217905393,61252.6064172685,2798924.07388184,3149910.33637768,2848322.54979288,2411497.0314095,2049974.39270142
"S569",20322.8814492822,142025.09527817,927265.160784606,429995.025990307,1689687.59774764,1545029.83329456,1799737.79255673,1057587.33294255
"S570",4475530.45383742,18709388.9191603,3103596.96548588,18813781.9320467,22253925.1487675,16102493.0484869,15160604.4493861,10736314.5632831
"S571",4032614.40170392,17433224.1385191,2822930.61710397,4824319.14549478,20905128.1802936,14096490.2336586,14870222.935133,10006133.7000358
"S572",2788081.48411281,953006.762207878,1682387.5181496,3017022.26147779,3578261.39015266,2253784.20237323,2604099.52976857,1862055.64491343
"S573",2682470.20340329,3291904.15501243,1600998.89366906,831728.616300386,3409237.59598171,2120694.25870346,2551481.54692873,1799161.33735204
"S574",7314044.38287351,7847260.794105,5187723.68596154,8625152.75964783,9511684.47673446,6334949.46038114,6067338.3145131,4926779.67757796
"S575",28272725.4166435,7854301.99091271,2271303.93232639,28067416.189662,26655935.9476384,8641309.90272366,8500894.86026001,5614497.12791289
"S576",3445202.46809635,3511811.15487109,2021229.80493567,3354584.25415918,5572766.58752198,2880891.35996336,880056.868427105,2172908.14685021
"S577",2385932.0239972,2047882.40549389,38780.7600713968,2554013.77346604,2967917.13170349,1803140.74372688,2125498.39863816,1748159.71361719
"S578",13860729.1847183,15131393.9144808,2569242.73229207,14983608.5458665,17056592.5968483,12877679.1618901,12217370.9435534,8730855.49115475
"S579",14549086.282606,16075712.2046523,9401884.30217338,4551063.45007912,18260913.7367704,13407514.3180736,13700346.6004408,9363807.08078962
"S580",11216520.6096602,12372866.0308226,7732683.39535713,12302420.6776611,14736469.5225217,11209313.5218344,480828.884544672,344227.667555892
"S581",11960044.2466806,14245296.9778511,2329223.79330499,13310891.0645313,15898532.2652852,10580427.4996179,10588738.8628857,7984741.25644477
"S582",12913326.270266,15479360.4596742,8915494.82179854,4042641.95123855,17163583.9953044,11517682.8879137,11731884.2409819,8744485.0922571
"S583",2225930.40908949,2529329.22193497,1854377.98473602,3277607.45211627,3018848.48112019,1803394.99635075,775902.846704476,2037893.34164218
"S584",1646013.25907291,1748712.60207315,1046333.43267015,1554665.91286836,7620955.67071315,5882833.09454113,5675954.70213422,3569614.25035307
"S585",2480148.76859595,3444410.43757873,1863411.25026328,2750119.57670138,3622611.16111564,3189277.66835795,640425.289055393,513273.972728321
"S586",10161162.8692799,11494384.3575077,7513115.32871796,10322322.4602774,13832630.3686391,8715253.99315006,8506476.67065917,6119888.47974108
"S587",10101356.3517077,11458240.0868924,7674485.21622339,10613680.4016141,13784439.2022625,8743210.71736278,2374781.38556335,6200048.14704416
"S588",5721351.03190733,5699061.51520857,3211174.63660501,5969179.62126259,7112052.11328827,5059169.8686049,5147379.86786534,4175873.65520074
"S589",4799469.51424752,4023992.85554991,3367834.83610185,4619023.29877442,6075931.5367908,3878148.54790673,1046522.78945988,2482475.96368428
"S590",4568350.04028459,215011.930122328,877123.324151834,4442645.83439453,5778931.64071528,3727328.22738444,3761963.14627031,2357751.37777739
"S591",6848511.02090796,8602335.71537678,1643285.77281502,8787353.2322966,10513169.2455496,6917533.4253756,5738659.04159276,4959651.16800785
"S592",6609792.48466991,6740385.58265797,601125.484625458,2083759.17991051,9289224.21389499,6173461.47869581,5510155.63074332,3815882.66824412
"S593",7146808.36809438,7325764.07403417,5385270.49869092,9037838.92330635,10002605.6416948,6734033.94689996,6159756.75676378,4130321.84565115
"S594",570183.5698125,485741.611280494,635014.513081055,731801.762957931,555823.136000626,57094.6400791265,28424.3236523447,0
"S595",3973919.71759353,4097313.46733722,1228727.18116507,1849779.53197684,3187031.12360234,4876856.94538868,68434.1596256517,194685.885439409
"S596",17471509.6721761,15028435.0397285,9935207.70552686,4608617.77514298,4487887.26064071,43223292.2994674,2787728.71947656,36701432.3876016
"S597",19529409.4107837,14469659.8635424,17766173.5670815,5289214.37221584,7629396.85461976,25971128.7435014,621495.934377682,22342994.1402731
"S598",4785413.45210156,3416044.46504932,4737253.99174205,1064982.43902188,1750932.48860879,6611007.00402762,62707.9001078606,5379577.25306252
"S599",42835685.4771989,31268565.0517659,44769183.9755577,11703418.2599068,17976067.6599018,58601087.7998838,1528449.53539003,45547679.810635
"S600",10724719.3550097,7589861.7004487,11364341.8576749,2721632.02558821,4284880.11107509,3945600.67281846,185982.567861008,11951636.5530586
"S601",9998592.12004673,13764764.0758685,23225517.1336407,8504517.42676253,12554116.2386141,739239.448118487,16508712.0595781,23273678.0679257
"S602",2890192.35208956,3806228.74645965,7189486.44602782,2627211.79780078,3683886.43560783,5186859.54419955,4691384.7603047,6390186.62208983
"S603",10934583.1263788,7884892.63811132,10053458.6540478,3513331.32904687,4558661.9825896,12165490.8771553,328026.147757803,10808449.9266015
"S604",55061426.0325472,98832142.1505558,20640017.9644001,62032260.4491927,69692974.4387371,58195712.5845943,57922869.7953568,52824637.1764955
"S605",13826542.2423543,24502586.5559645,1408056.49964415,15524181.3395386,18069281.7967944,14335255.6282234,14218177.2357559,12543152.837763
"S606",20199407.6711364,16721177.1734852,7360918.38606319,18433271.6331613,22159407.7991469,18585160.6863896,13720619.4231328,14600426.7672779
"S607",50342357.5788452,35342019.8918662,46367439.9537396,16890202.8831116,23905446.8026881,61285266.8542497,10351151.9552813,47361243.5836777
"S608",5278757.92415626,4347893.88993243,1514753.6922519,4567744.30849988,5970396.92278738,1033489.74035584,316953.918362326,3244200.28177411
"S609",14196249.5146094,10328857.7820802,13241163.1283837,4662695.90450389,6431212.44291038,16754105.1711545,629749.111334085,12788279.4281719
"S610",39284087.8137094,25165889.9383442,26409337.1422763,11568598.6102883,15607682.1094763,44800349.702393,19077695.1594375,20028498.0745299
"S611",26500799.7045426,40566382.3688363,464866.077938174,28628021.3490173,35881167.9335457,25916739.105055,16608923.4490381,15187705.470041
"S612",6540022.29534323,10172519.6010736,595963.643658232,6277660.79179334,8631263.11374453,5764974.32700064,3149631.51864846,2165769.89160248
"S613",6749462.21924865,4028369.55683791,2226055.33309895,5167431.45467964,1926659.3329095,5342409.4199153,414652.208851447,2283039.27089063
"S614",43420239.3316776,66737516.9346684,10731942.5774707,36931801.0690174,27404597.0652454,33509213.7406611,29705495.5696841,25589537.9087961
"S615",45338184.099968,26634595.9735769,39871972.8400155,19132072.368692,26095644.3744223,48475079.686063,14375042.2278082,36737584.7533613
"S616",13807737.0354934,10139775.6272938,12072159.4454589,6005475.62581064,7521139.14426432,14203742.262197,3770395.16833596,10642953.3478469
"S617",12210467.5023548,5592818.4460237,3657176.72115999,3767165.78642829,7316291.53409758,4342383.80327708,3289139.04811345,5654636.36031472
"S618",66873366.9265974,59730884.6708877,17568737.5172248,130142.585371324,44434590.247179,47335788.7467952,25986285.3526986,23576571.6642911
"S619",66777051.9380246,59688610.1116639,17603798.4638171,51262965.3048424,44479968.4888558,47373180.2836889,25988306.2657874,23535439.0683496
"S620",71126537.6123018,47090396.9499579,15245456.0349065,31144972.6806833,30304108.6299893,27600317.9623772,49467872.0569676,44352690.9850425
"S621",32727901.3962119,21473371.3900464,6260923.97733581,13182955.0724697,14663581.7574295,12024032.1638408,15713621.8937363,16015202.4268372
"S622",10412665.984627,6247475.52199318,1937086.17955599,4339765.22771638,4669513.26379474,3730600.72640002,97363.3721713365,3795177.1476644
"S623",10571439.0671194,7323501.74970503,9463671.18296094,5608442.81868938,6416122.5735814,9887409.11559723,4057724.54695675,8896618.68504844
"S624",7341407.01456771,5886067.87863127,4881258.03155644,3398994.46132425,4149612.28358696,7883466.08791986,11497941.8076807,17318774.535058
"S625",2068832.8750186,1570008.33876381,1176177.19170069,940900.876993688,1185876.21965461,2366310.52096797,419777.205932045,5415220.88148048
"S626",8050857.53786843,2696391.15128554,1582224.1066935,2827456.08356847,3156244.6116216,200830.254242706,84443.9904017789,172144.666860478
"S627",6603087.93895863,4903489.41655246,6980036.77881791,4825660.40090023,6907764.75120908,6014459.26796976,370375.569058418,141985.896384322
"S628",2105203.35400729,1681024.28069263,1914955.76946915,1947864.3937955,2343230.10595958,404223.833572268,187653.18899107,62173.300144187
"S629",7060636.92081866,4992957.53152141,3759630.71111675,834266.64238101,915521.164014842,3720412.79208333,445314.92289241,5626932.46262863
"S630",13740196.693841,8704491.88118661,5884198.50701425,2886830.28879509,2872637.5963438,20453663.9471192,4528630.19119499,15328232.1275441
"S631",1733006.2449562,1047949.57839259,749664.57226535,413987.563625484,349559.520256056,2293062.50886597,48275.8094718714,1562741.96453853
